code,Age,Sexe,indigène,problèmes de santé,le travail à la maison,préscolaire,Travail,interne / externe,Qualification de la mère, Qualification Du père,Profession de la mère,Profession du père,Divorcé,Mort,Revenu familial,aide aux devoirs,Specialté,Nombre de répitition,Score primaire,Score collégial,Score actuel,score en mathématiques,score en langue arabe,score en première langue,Public / Privé,Zone,Nombre d'enseignants,Electricité,Eau,pc,Livres,État civil,Origine,motivation,Style d'apprentissage,Satisfaction du cours,انقطع | مثعثر دراسيا|جيد|
771,10,F,non,Non,non,oui,non,externe,secondaire,non,autre,ouvrier,oui,oui,< 3000 MAD,oui,scientifique,1,4.31,14.17,7.53,13.11,13.68,15.83,Privé,rural,5,oui,oui,oui,non,marié,rural,oui,Normal,partiellement,مثعثر دراسيا
772,13,M,oui,Non,non,oui,non,interne,universitaire,secondaire,enseignante,enseignant,oui,non,> 6000 MAD,non,littéraire,0,4.88,13.61,17.14,7.04,7.96,18.0,Privé,rural,9,oui,oui,oui,non,célibataire,rural,oui,Normal,non,انقطعت
773,10,M,oui,psychique,oui,oui,non,externe,non,primaire,ménagère,autre,non,oui,3000-6000 MAD,oui,littéraire,1,5.95,15.21,17.68,9.95,9.67,7.27,Privé,urbain,3,oui,oui,non,non,célibataire,urbain,oui,Auditif,oui,مثعثر دراسيا
774,12,F,non,Non,oui,oui,oui,interne,universitaire,non,ménagère,ouvrier,non,oui,3000-6000 MAD,non,autre,3,4.72,8.1,14.57,7.63,16.48,11.43,Public,rural,3,oui,oui,oui,non,marié,rural,non,Auditif,non,جيد
775,16,M,non,Non,non,non,oui,externe,universitaire,secondaire,enseignante,ouvrier,oui,oui,3000-6000 MAD,non,littéraire,0,6.76,13.6,7.87,13.4,10.64,6.38,Privé,rural,10,oui,oui,oui,oui,marié,rural,non,Visuel,partiellement,مثعثر دراسيا
776,10,F,oui,psychique,oui,oui,oui,externe,secondaire,primaire,enseignante,autre,non,oui,> 6000 MAD,oui,littéraire,2,3.86,14.59,14.54,14.3,12.39,15.02,Privé,rural,9,oui,oui,oui,oui,marié,rural,non,Normal,non,جيد
777,9,F,non,physique,oui,non,oui,externe,primaire,universitaire,autre,enseignant,oui,non,> 6000 MAD,oui,autre,0,5.14,16.39,15.41,8.06,17.8,6.54,Public,rural,9,oui,oui,oui,oui,célibataire,rural,oui,Visuel,oui,انقطعت
778,6,M,oui,psychique,oui,non,oui,externe,universitaire,non,autre,enseignant,non,non,> 6000 MAD,non,littéraire,1,5.67,18.0,12.81,11.0,17.19,6.7,Privé,urbain,7,oui,oui,oui,non,marié,urbain,non,Visuel,oui,مثعثر دراسيا
779,12,M,oui,physique,non,oui,non,interne,secondaire,non,autre,ouvrier,non,oui,> 6000 MAD,non,littéraire,0,5.32,11.8,14.77,9.52,6.25,13.5,Privé,rural,1,oui,oui,non,non,marié,rural,oui,Kinesthésique,non,انقطعت
780,8,M,non,Non,non,oui,oui,externe,secondaire,universitaire,autre,ouvrier,non,non,3000-6000 MAD,non,littéraire,1,4.27,8.34,11.54,15.13,5.7,14.81,Privé,rural,6,oui,oui,non,non,marié,rural,oui,Normal,non,انقطعت
781,14,F,oui,physique,oui,oui,non,interne,primaire,universitaire,ménagère,autre,oui,oui,< 3000 MAD,non,autre,3,7.54,10.38,6.36,8.04,7.24,5.49,Privé,rural,7,oui,oui,oui,oui,marié,rural,non,Kinesthésique,non,جيد
782,17,F,non,physique,oui,non,oui,externe,secondaire,primaire,ménagère,ouvrier,non,oui,> 6000 MAD,non,autre,2,7.04,15.96,16.37,6.17,18.0,7.87,Privé,rural,4,oui,oui,oui,oui,célibataire,rural,non,Kinesthésique,non,مثعثر دراسيا
783,10,F,oui,psychique,oui,non,oui,interne,primaire,non,enseignante,autre,oui,oui,> 6000 MAD,non,autre,0,3.52,5.06,8.5,10.8,9.84,6.44,Public,rural,4,oui,oui,oui,non,célibataire,rural,non,Normal,partiellement,جيد
784,8,M,non,physique,non,oui,non,interne,secondaire,secondaire,médecin,enseignant,non,oui,3000-6000 MAD,oui,scientifique,1,6.05,15.23,14.43,10.34,5.31,14.95,Privé,rural,8,oui,oui,non,non,célibataire,rural,non,Visuel,non,جيد
785,10,M,oui,Non,non,oui,non,interne,primaire,secondaire,médecin,enseignant,oui,non,< 3000 MAD,non,littéraire,0,6.36,6.18,10.46,18.0,17.64,17.05,Privé,urbain,5,oui,oui,oui,non,célibataire,urbain,non,Kinesthésique,partiellement,انقطعت
786,11,F,non,psychique,non,oui,oui,externe,primaire,universitaire,médecin,ouvrier,non,oui,> 6000 MAD,oui,littéraire,3,3.86,5.77,12.95,4.12,16.77,16.39,Public,rural,8,oui,oui,non,non,marié,rural,non,Auditif,oui,مثعثر دراسيا
787,9,M,oui,psychique,oui,non,oui,externe,primaire,universitaire,enseignante,ouvrier,non,non,< 3000 MAD,non,scientifique,0,3.92,18.0,4.87,16.78,14.56,15.57,Public,urbain,10,oui,oui,oui,oui,marié,urbain,non,Visuel,non,جيد
788,14,M,oui,physique,oui,non,non,interne,non,secondaire,ménagère,enseignant,non,oui,3000-6000 MAD,oui,littéraire,3,4.11,10.75,18.0,14.98,10.33,15.7,Privé,urbain,5,oui,oui,non,non,célibataire,urbain,non,Visuel,partiellement,مثعثر دراسيا
789,6,F,oui,Non,oui,non,non,interne,universitaire,secondaire,enseignante,ouvrier,oui,oui,3000-6000 MAD,oui,autre,0,6.01,18.0,15.04,8.25,16.4,18.0,Privé,urbain,8,oui,oui,non,non,célibataire,urbain,oui,Normal,oui,انقطعت
790,15,F,oui,Non,non,non,oui,externe,secondaire,non,médecin,autre,non,oui,> 6000 MAD,oui,autre,3,5.51,10.26,6.19,15.53,12.37,12.71,Privé,rural,7,oui,oui,non,oui,marié,rural,non,Auditif,oui,جيد
791,9,F,oui,psychique,non,oui,oui,interne,primaire,non,autre,ouvrier,non,oui,3000-6000 MAD,non,autre,1,4.61,5.96,13.68,17.89,6.01,6.4,Public,urbain,9,oui,oui,non,oui,célibataire,urbain,oui,Visuel,oui,انقطعت
792,16,F,non,psychique,oui,non,non,interne,non,universitaire,médecin,ouvrier,non,non,3000-6000 MAD,non,autre,1,4.65,4.51,8.73,10.08,12.67,16.08,Public,urbain,2,oui,oui,oui,non,célibataire,urbain,oui,Kinesthésique,partiellement,جيد
793,10,M,oui,physique,non,non,non,externe,secondaire,primaire,autre,médecin,oui,oui,3000-6000 MAD,oui,autre,0,3.94,13.07,16.7,4.5,9.63,4.94,Public,rural,10,oui,oui,non,oui,célibataire,rural,non,Auditif,partiellement,مثعثر دراسيا
794,12,M,non,psychique,non,non,non,externe,secondaire,secondaire,enseignante,autre,non,non,3000-6000 MAD,oui,scientifique,3,3.65,6.3,14.25,12.29,6.86,8.78,Privé,rural,3,oui,oui,non,non,célibataire,rural,non,Normal,partiellement,مثعثر دراسيا
795,6,F,oui,psychique,non,oui,oui,interne,non,non,autre,autre,non,oui,3000-6000 MAD,non,littéraire,0,6.6,11.71,15.02,9.14,10.79,16.87,Public,rural,5,oui,oui,non,non,célibataire,rural,oui,Visuel,oui,جيد
796,8,M,non,physique,non,oui,non,externe,non,universitaire,autre,enseignant,non,non,> 6000 MAD,oui,littéraire,1,7.3,10.97,17.18,17.49,7.68,5.52,Public,urbain,5,oui,oui,non,oui,célibataire,urbain,non,Visuel,non,جيد
797,10,M,non,physique,non,non,oui,externe,secondaire,universitaire,enseignante,médecin,non,non,3000-6000 MAD,oui,littéraire,3,4.45,5.14,14.37,7.15,11.14,14.18,Public,rural,3,oui,oui,non,non,marié,rural,non,Kinesthésique,partiellement,مثعثر دراسيا
798,12,M,non,Non,non,non,non,externe,secondaire,non,ménagère,enseignant,oui,oui,> 6000 MAD,oui,scientifique,1,6.24,16.11,9.14,5.33,6.8,16.77,Public,rural,1,oui,oui,oui,oui,marié,rural,oui,Visuel,non,جيد
799,6,M,non,Non,oui,oui,oui,interne,universitaire,universitaire,autre,autre,oui,oui,> 6000 MAD,non,scientifique,3,6.91,13.95,6.46,5.16,18.0,16.44,Privé,rural,10,oui,oui,oui,non,marié,rural,non,Normal,oui,جيد
800,16,M,oui,Non,non,oui,oui,externe,primaire,non,ménagère,médecin,oui,oui,< 3000 MAD,non,scientifique,3,6.81,14.98,11.03,5.62,15.47,18.0,Public,urbain,6,oui,oui,oui,oui,célibataire,urbain,oui,Auditif,partiellement,مثعثر دراسيا
801,11,F,non,psychique,oui,non,non,externe,universitaire,non,médecin,enseignant,oui,oui,< 3000 MAD,oui,autre,0,6.76,13.58,9.9,9.93,10.58,7.94,Public,urbain,8,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,non,انقطعت
802,11,M,oui,Non,non,non,non,externe,secondaire,secondaire,médecin,ouvrier,oui,oui,< 3000 MAD,oui,scientifique,0,8.0,8.48,14.3,18.0,7.34,7.68,Public,urbain,5,oui,oui,non,non,marié,urbain,non,Normal,partiellement,انقطعت
803,17,F,oui,Non,oui,oui,non,interne,primaire,primaire,médecin,ouvrier,non,non,< 3000 MAD,oui,scientifique,1,3.63,4.9,7.03,8.82,7.45,13.72,Public,rural,7,oui,oui,non,oui,marié,rural,non,Kinesthésique,non,انقطعت
804,11,M,oui,physique,oui,non,non,externe,universitaire,non,ménagère,médecin,oui,non,3000-6000 MAD,non,littéraire,3,8.0,18.0,5.34,11.52,7.53,5.98,Privé,rural,5,oui,oui,non,non,célibataire,rural,oui,Auditif,partiellement,انقطعت
805,17,F,oui,physique,oui,oui,non,interne,non,universitaire,médecin,enseignant,non,non,> 6000 MAD,non,littéraire,3,7.02,15.39,18.0,14.09,5.53,6.1,Privé,rural,6,oui,oui,non,oui,marié,rural,non,Normal,partiellement,مثعثر دراسيا
806,6,F,non,physique,non,oui,oui,externe,secondaire,secondaire,enseignante,autre,non,non,> 6000 MAD,oui,littéraire,3,6.47,6.87,6.16,5.41,5.76,15.99,Public,urbain,7,oui,oui,oui,non,célibataire,urbain,non,Kinesthésique,partiellement,مثعثر دراسيا
807,8,F,oui,psychique,non,oui,oui,externe,primaire,non,autre,médecin,non,oui,> 6000 MAD,oui,littéraire,2,4.34,8.27,18.0,8.54,16.99,6.76,Privé,urbain,4,oui,oui,oui,oui,marié,urbain,non,Normal,oui,مثعثر دراسيا
808,6,M,non,physique,non,oui,oui,externe,primaire,secondaire,ménagère,ouvrier,non,non,< 3000 MAD,non,autre,3,7.05,11.34,11.04,15.41,16.5,11.16,Public,urbain,8,oui,oui,non,oui,célibataire,urbain,oui,Auditif,partiellement,جيد
809,7,M,non,Non,non,oui,non,externe,secondaire,secondaire,enseignante,médecin,oui,oui,3000-6000 MAD,oui,littéraire,0,7.44,14.33,9.47,13.63,15.37,16.57,Privé,urbain,4,oui,oui,oui,non,célibataire,urbain,non,Auditif,oui,انقطعت
810,10,F,oui,psychique,oui,oui,non,externe,universitaire,universitaire,ménagère,autre,non,oui,3000-6000 MAD,oui,autre,0,7.02,11.69,16.61,15.68,5.8,14.01,Public,urbain,9,oui,oui,oui,non,marié,urbain,oui,Auditif,non,جيد
811,17,M,oui,physique,non,oui,oui,interne,primaire,secondaire,autre,enseignant,non,non,3000-6000 MAD,oui,scientifique,3,8.0,8.92,9.48,10.82,12.95,8.93,Privé,rural,8,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,non,جيد
812,12,M,oui,Non,non,oui,oui,interne,universitaire,universitaire,enseignante,médecin,oui,non,3000-6000 MAD,non,scientifique,0,7.32,6.22,18.0,8.78,6.52,14.59,Privé,rural,10,oui,oui,non,oui,célibataire,rural,non,Auditif,partiellement,انقطعت
813,11,M,oui,psychique,non,non,non,interne,universitaire,universitaire,médecin,médecin,oui,oui,< 3000 MAD,non,autre,2,7.27,7.99,9.99,12.21,11.37,9.27,Public,rural,10,oui,oui,oui,oui,célibataire,rural,oui,Kinesthésique,partiellement,جيد
814,16,F,oui,physique,oui,oui,non,interne,secondaire,primaire,médecin,autre,non,non,< 3000 MAD,non,littéraire,3,7.38,17.96,8.8,4.91,5.44,10.05,Public,urbain,5,oui,oui,oui,oui,marié,urbain,non,Auditif,partiellement,انقطعت
815,12,F,oui,physique,oui,oui,oui,externe,universitaire,non,autre,ouvrier,oui,oui,3000-6000 MAD,oui,littéraire,2,7.21,5.35,6.89,5.71,13.4,6.84,Public,urbain,6,oui,oui,oui,non,célibataire,urbain,non,Normal,oui,انقطعت
816,13,M,oui,psychique,non,non,oui,externe,non,non,enseignante,médecin,non,non,< 3000 MAD,non,autre,2,5.38,12.99,7.87,8.24,11.94,7.47,Privé,rural,3,oui,oui,oui,oui,célibataire,rural,non,Kinesthésique,partiellement,جيد
817,6,F,oui,psychique,non,oui,non,interne,primaire,secondaire,enseignante,autre,oui,non,< 3000 MAD,oui,littéraire,1,3.81,16.21,7.38,14.41,9.8,6.3,Public,urbain,4,oui,oui,non,oui,célibataire,urbain,oui,Auditif,oui,انقطعت
818,7,M,non,physique,oui,non,oui,externe,non,non,médecin,autre,non,oui,< 3000 MAD,non,scientifique,0,5.25,15.5,5.48,13.79,7.71,8.27,Public,rural,9,oui,oui,non,oui,marié,rural,non,Kinesthésique,oui,مثعثر دراسيا
819,17,F,oui,psychique,oui,non,non,interne,universitaire,secondaire,enseignante,autre,non,oui,> 6000 MAD,oui,scientifique,2,3.1,17.15,14.11,6.22,8.97,6.8,Public,rural,2,oui,oui,non,oui,marié,rural,non,Visuel,non,مثعثر دراسيا
820,13,M,oui,physique,oui,oui,non,externe,primaire,primaire,ménagère,enseignant,non,non,3000-6000 MAD,non,littéraire,1,7.53,11.88,6.22,16.52,14.3,9.46,Privé,urbain,5,oui,oui,oui,non,célibataire,urbain,non,Visuel,oui,انقطعت
821,8,M,non,Non,oui,non,oui,externe,secondaire,secondaire,autre,autre,non,oui,< 3000 MAD,non,autre,0,4.85,9.11,5.01,11.51,9.92,5.33,Public,urbain,7,oui,oui,oui,oui,marié,urbain,non,Kinesthésique,oui,جيد
822,12,F,oui,physique,non,oui,non,externe,primaire,primaire,médecin,autre,oui,non,< 3000 MAD,oui,autre,2,7.17,15.19,6.25,17.25,5.49,6.43,Public,urbain,6,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,non,مثعثر دراسيا
823,18,M,non,Non,oui,non,non,externe,universitaire,non,autre,médecin,oui,non,> 6000 MAD,non,autre,2,4.43,16.92,14.08,8.26,10.52,17.22,Public,rural,9,oui,oui,oui,non,célibataire,rural,oui,Normal,oui,انقطعت
824,18,M,non,physique,oui,non,non,externe,secondaire,non,enseignante,ouvrier,non,oui,3000-6000 MAD,oui,autre,3,7.35,9.05,7.88,7.57,16.47,11.97,Privé,rural,1,oui,oui,oui,oui,célibataire,rural,oui,Kinesthésique,oui,انقطعت
825,13,M,non,psychique,oui,non,non,externe,secondaire,primaire,médecin,autre,oui,oui,< 3000 MAD,non,littéraire,2,6.34,7.17,16.76,17.48,12.5,16.15,Public,urbain,2,oui,oui,oui,non,célibataire,urbain,oui,Auditif,non,جيد
826,15,F,oui,Non,non,non,oui,externe,secondaire,primaire,autre,enseignant,oui,oui,3000-6000 MAD,non,littéraire,3,7.89,8.68,11.66,8.42,18.0,6.61,Privé,urbain,8,oui,oui,oui,non,célibataire,urbain,non,Visuel,non,مثعثر دراسيا
827,13,F,oui,Non,oui,non,oui,interne,primaire,primaire,autre,enseignant,oui,non,3000-6000 MAD,oui,littéraire,3,3.43,8.43,17.12,5.31,9.32,10.29,Public,rural,6,oui,oui,oui,non,célibataire,rural,oui,Kinesthésique,partiellement,انقطعت
828,9,F,non,physique,oui,oui,non,interne,secondaire,non,enseignante,ouvrier,non,oui,3000-6000 MAD,oui,littéraire,3,8.0,9.0,13.54,17.97,13.51,11.15,Privé,urbain,10,oui,oui,non,oui,célibataire,urbain,non,Kinesthésique,non,انقطعت
829,16,F,oui,physique,non,oui,non,interne,non,non,médecin,médecin,oui,non,3000-6000 MAD,non,autre,0,7.27,13.85,6.89,17.45,13.86,9.7,Public,rural,2,oui,oui,non,oui,marié,rural,oui,Normal,partiellement,انقطعت
830,17,M,non,psychique,oui,non,oui,interne,non,non,enseignante,enseignant,oui,oui,< 3000 MAD,non,scientifique,0,5.74,10.9,10.37,12.77,9.67,16.92,Privé,urbain,6,oui,oui,oui,non,marié,urbain,non,Normal,oui,جيد
831,16,F,non,physique,non,non,oui,externe,secondaire,non,médecin,enseignant,oui,non,3000-6000 MAD,oui,autre,1,7.12,14.96,14.57,17.7,17.14,10.25,Privé,rural,10,oui,oui,non,non,marié,rural,non,Kinesthésique,partiellement,جيد
832,14,F,oui,Non,non,non,oui,interne,secondaire,universitaire,ménagère,autre,non,non,> 6000 MAD,non,scientifique,1,8.0,9.69,16.2,11.06,17.01,7.62,Public,urbain,9,oui,oui,oui,oui,célibataire,urbain,oui,Visuel,partiellement,انقطعت
833,7,M,oui,physique,non,oui,oui,externe,non,universitaire,autre,médecin,oui,non,< 3000 MAD,oui,littéraire,1,5.97,14.2,9.31,10.14,7.1,5.07,Public,urbain,10,oui,oui,non,oui,marié,urbain,non,Kinesthésique,oui,مثعثر دراسيا
834,10,F,oui,physique,oui,oui,non,externe,secondaire,non,médecin,autre,oui,oui,> 6000 MAD,non,autre,1,6.4,11.31,11.87,14.6,11.01,7.65,Public,rural,6,oui,oui,oui,oui,marié,rural,non,Auditif,non,مثعثر دراسيا
835,14,F,non,Non,oui,oui,oui,externe,secondaire,secondaire,enseignante,médecin,oui,oui,< 3000 MAD,oui,autre,1,5.75,6.57,6.68,16.33,10.27,10.25,Privé,rural,7,oui,oui,oui,non,célibataire,rural,oui,Visuel,non,انقطعت
836,15,F,non,Non,non,non,non,interne,secondaire,primaire,médecin,autre,oui,non,> 6000 MAD,non,scientifique,3,5.43,17.01,12.71,7.73,16.09,13.6,Public,rural,6,oui,oui,oui,oui,marié,rural,non,Normal,oui,انقطعت
837,9,F,oui,physique,non,oui,oui,interne,non,non,ménagère,ouvrier,oui,non,< 3000 MAD,oui,littéraire,0,4.01,14.56,6.36,15.52,8.14,11.75,Public,urbain,5,oui,oui,non,non,célibataire,urbain,oui,Auditif,non,مثعثر دراسيا
838,8,F,non,physique,oui,non,non,externe,secondaire,secondaire,médecin,ouvrier,non,non,> 6000 MAD,non,autre,1,4.76,11.04,9.18,6.42,11.1,11.15,Public,urbain,6,oui,oui,non,non,marié,urbain,oui,Auditif,oui,جيد
839,7,F,oui,psychique,oui,oui,oui,externe,primaire,primaire,ménagère,autre,oui,oui,3000-6000 MAD,non,scientifique,2,6.58,16.15,10.22,17.93,9.48,18.0,Public,urbain,1,oui,oui,oui,non,marié,urbain,oui,Auditif,non,مثعثر دراسيا
840,17,F,non,physique,oui,oui,oui,externe,primaire,primaire,autre,enseignant,non,non,> 6000 MAD,oui,autre,3,4.22,18.0,11.63,14.38,17.17,6.63,Privé,urbain,1,oui,oui,oui,oui,marié,urbain,oui,Normal,partiellement,انقطعت
841,13,M,non,Non,non,non,non,externe,universitaire,universitaire,enseignante,médecin,non,oui,> 6000 MAD,oui,littéraire,0,6.14,8.47,16.36,18.0,17.88,9.26,Privé,rural,5,oui,oui,non,oui,célibataire,rural,oui,Normal,non,مثعثر دراسيا
842,10,M,non,psychique,non,non,oui,externe,non,universitaire,ménagère,médecin,oui,oui,> 6000 MAD,oui,littéraire,3,5.03,15.08,12.1,13.11,6.51,18.0,Privé,rural,4,oui,oui,non,oui,célibataire,rural,oui,Normal,non,جيد
843,13,F,non,psychique,oui,oui,oui,externe,universitaire,secondaire,enseignante,médecin,oui,oui,3000-6000 MAD,non,littéraire,0,3.69,4.97,7.8,17.09,6.43,14.88,Public,urbain,7,oui,oui,non,non,marié,urbain,oui,Visuel,oui,جيد
844,16,M,non,psychique,non,oui,oui,interne,non,non,médecin,ouvrier,non,non,> 6000 MAD,oui,littéraire,1,6.23,10.47,9.64,6.4,17.46,17.5,Public,rural,2,oui,oui,non,oui,célibataire,rural,oui,Visuel,partiellement,مثعثر دراسيا
845,15,M,oui,Non,oui,oui,non,externe,primaire,primaire,médecin,autre,non,oui,> 6000 MAD,non,autre,2,7.04,9.67,7.33,14.93,12.07,11.52,Public,urbain,3,oui,oui,oui,oui,célibataire,urbain,non,Auditif,partiellement,جيد
846,10,M,oui,physique,non,non,oui,interne,universitaire,secondaire,enseignante,enseignant,non,non,> 6000 MAD,non,scientifique,0,5.91,10.82,5.6,13.83,10.83,14.08,Public,rural,8,oui,oui,oui,oui,marié,rural,oui,Kinesthésique,partiellement,مثعثر دراسيا
847,10,M,non,physique,oui,oui,oui,externe,secondaire,universitaire,autre,autre,non,non,> 6000 MAD,oui,scientifique,3,5.45,15.52,7.2,18.0,12.09,9.7,Privé,rural,8,oui,oui,non,non,célibataire,rural,oui,Normal,partiellement,مثعثر دراسيا
848,11,M,oui,psychique,oui,oui,non,interne,primaire,non,autre,médecin,oui,oui,3000-6000 MAD,non,littéraire,0,6.6,18.0,13.26,15.19,11.94,7.52,Privé,urbain,8,oui,oui,non,oui,célibataire,urbain,non,Visuel,partiellement,انقطعت
849,7,M,oui,Non,oui,oui,non,externe,universitaire,primaire,enseignante,autre,oui,oui,3000-6000 MAD,non,littéraire,1,7.63,16.19,15.81,5.2,13.67,5.6,Public,urbain,5,oui,oui,non,non,marié,urbain,oui,Normal,partiellement,مثعثر دراسيا
850,15,F,non,psychique,non,non,oui,externe,primaire,primaire,autre,ouvrier,oui,non,3000-6000 MAD,oui,autre,2,7.25,16.85,17.1,16.4,12.14,7.68,Public,rural,6,oui,oui,oui,non,marié,rural,non,Normal,partiellement,جيد
851,11,F,non,psychique,oui,oui,oui,externe,non,secondaire,médecin,enseignant,oui,non,> 6000 MAD,oui,littéraire,3,6.39,5.95,8.62,12.19,12.3,4.71,Public,urbain,3,oui,oui,oui,oui,marié,urbain,non,Auditif,non,مثعثر دراسيا
852,11,M,oui,psychique,oui,oui,non,externe,universitaire,secondaire,médecin,ouvrier,non,non,> 6000 MAD,oui,scientifique,3,3.76,14.24,12.19,11.55,10.61,8.4,Public,urbain,4,oui,oui,non,oui,célibataire,urbain,non,Visuel,partiellement,انقطعت
853,12,F,non,Non,oui,oui,oui,interne,universitaire,universitaire,enseignante,ouvrier,oui,oui,> 6000 MAD,oui,littéraire,1,4.48,5.77,15.43,8.21,6.66,13.87,Privé,rural,10,oui,oui,non,oui,marié,rural,non,Normal,oui,مثعثر دراسيا
854,11,M,oui,psychique,non,oui,non,interne,non,primaire,ménagère,médecin,oui,non,3000-6000 MAD,non,littéraire,3,5.58,13.19,7.24,12.48,14.14,8.32,Privé,rural,4,oui,oui,non,oui,marié,rural,oui,Kinesthésique,oui,انقطعت
855,15,F,non,psychique,non,oui,oui,interne,primaire,non,enseignante,médecin,oui,oui,3000-6000 MAD,non,littéraire,1,7.23,7.58,15.14,7.27,12.75,15.74,Public,rural,3,oui,oui,non,oui,célibataire,rural,oui,Auditif,partiellement,انقطعت
856,8,F,non,physique,oui,oui,non,interne,secondaire,secondaire,enseignante,médecin,oui,oui,< 3000 MAD,non,autre,3,4.91,11.93,17.06,17.61,12.18,7.37,Privé,urbain,4,oui,oui,non,non,célibataire,urbain,non,Kinesthésique,partiellement,جيد
857,12,F,non,Non,oui,oui,oui,externe,universitaire,primaire,enseignante,enseignant,oui,non,3000-6000 MAD,oui,autre,2,3.65,6.54,6.04,14.58,7.46,10.71,Public,rural,3,oui,oui,oui,non,marié,rural,non,Auditif,oui,جيد
858,17,M,non,psychique,non,oui,oui,interne,non,secondaire,autre,enseignant,oui,non,< 3000 MAD,non,scientifique,3,3.41,13.14,14.92,4.21,10.13,11.48,Public,rural,6,oui,oui,oui,oui,marié,rural,non,Normal,partiellement,جيد
859,13,M,oui,physique,oui,oui,non,interne,non,universitaire,médecin,ouvrier,oui,oui,3000-6000 MAD,non,autre,1,8.0,12.7,18.0,15.94,8.28,13.42,Privé,rural,6,oui,oui,non,non,célibataire,rural,oui,Auditif,partiellement,مثعثر دراسيا
860,7,F,oui,psychique,oui,oui,oui,externe,non,universitaire,enseignante,autre,oui,non,< 3000 MAD,oui,littéraire,3,4.86,12.16,8.09,6.44,11.47,8.91,Privé,rural,4,oui,oui,non,oui,célibataire,rural,oui,Visuel,non,مثعثر دراسيا
861,13,M,oui,physique,oui,non,oui,externe,non,non,enseignante,autre,oui,non,> 6000 MAD,oui,autre,1,6.8,6.86,9.77,18.0,7.36,6.99,Privé,urbain,10,oui,oui,oui,non,marié,urbain,non,Auditif,non,مثعثر دراسيا
862,10,M,non,psychique,oui,non,non,interne,secondaire,primaire,enseignante,ouvrier,oui,oui,3000-6000 MAD,oui,scientifique,1,6.77,6.56,18.0,7.43,16.26,11.34,Privé,urbain,1,oui,oui,non,non,célibataire,urbain,non,Visuel,oui,مثعثر دراسيا
863,11,F,non,physique,non,non,non,externe,non,secondaire,médecin,médecin,non,non,> 6000 MAD,oui,littéraire,3,3.87,8.36,10.13,7.13,6.37,4.12,Public,rural,4,oui,oui,non,non,célibataire,rural,non,Normal,non,انقطعت
864,8,M,non,Non,oui,oui,oui,externe,primaire,secondaire,enseignante,ouvrier,oui,oui,> 6000 MAD,oui,autre,3,6.33,9.33,7.35,11.36,7.93,5.36,Public,urbain,4,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,non,مثعثر دراسيا
865,12,F,oui,physique,non,oui,non,interne,primaire,universitaire,ménagère,ouvrier,non,oui,3000-6000 MAD,oui,scientifique,2,7.07,18.0,18.0,18.0,12.18,6.66,Privé,urbain,2,oui,oui,non,oui,célibataire,urbain,oui,Kinesthésique,partiellement,جيد
866,11,F,oui,physique,oui,oui,oui,interne,primaire,non,autre,autre,non,non,3000-6000 MAD,oui,autre,0,6.73,10.29,8.7,5.47,11.38,7.49,Privé,rural,10,oui,oui,non,oui,marié,rural,non,Visuel,non,مثعثر دراسيا
867,13,M,oui,Non,non,oui,oui,externe,non,primaire,ménagère,autre,non,oui,3000-6000 MAD,non,scientifique,1,4.72,15.85,5.94,12.79,18.0,5.96,Privé,urbain,5,oui,oui,non,oui,marié,urbain,oui,Kinesthésique,partiellement,مثعثر دراسيا
868,16,F,non,Non,oui,non,oui,interne,primaire,primaire,médecin,autre,non,non,3000-6000 MAD,oui,littéraire,1,6.79,17.13,9.16,12.19,8.21,17.75,Privé,urbain,1,oui,oui,oui,oui,célibataire,urbain,non,Kinesthésique,partiellement,انقطعت
869,8,F,non,Non,oui,oui,non,externe,secondaire,secondaire,médecin,autre,non,oui,> 6000 MAD,oui,autre,3,8.0,7.26,9.51,11.92,7.71,6.91,Privé,rural,6,oui,oui,non,oui,marié,rural,non,Normal,non,جيد
870,17,M,non,physique,oui,oui,oui,externe,universitaire,universitaire,enseignante,médecin,non,non,3000-6000 MAD,oui,autre,0,4.97,9.7,18.0,13.29,12.88,10.22,Privé,urbain,6,oui,oui,non,oui,marié,urbain,oui,Visuel,non,جيد
871,16,M,oui,psychique,non,non,non,interne,non,secondaire,médecin,enseignant,oui,oui,> 6000 MAD,non,autre,1,8.0,8.2,7.5,6.38,10.94,13.88,Privé,urbain,3,oui,oui,non,oui,marié,urbain,non,Kinesthésique,partiellement,جيد
872,9,F,non,psychique,non,non,non,interne,secondaire,primaire,ménagère,médecin,non,non,3000-6000 MAD,oui,littéraire,0,4.42,11.86,16.15,12.23,10.1,12.76,Privé,urbain,9,oui,oui,non,non,marié,urbain,non,Kinesthésique,oui,مثعثر دراسيا
873,12,F,non,psychique,non,non,oui,externe,primaire,non,autre,médecin,oui,non,< 3000 MAD,non,autre,0,7.14,8.1,10.56,5.27,15.08,14.28,Public,urbain,9,oui,oui,oui,non,marié,urbain,non,Visuel,partiellement,مثعثر دراسيا
